"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"817",817,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1995,64.25,230,14778
"818",818,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1995,323,2,646
"819",819,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1996,400,26,10400
"820",820,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1996,200,228,45600
"821",821,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1996,300,83,24900
"822",822,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1996,2,33,449
"823",823,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1996,25,33,825
"824",824,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1996,244,91,22204
"825",825,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1996,2.75,612,1683
"826",826,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1996,0.03,17294,519
"827",827,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1996,11.75,439,5158
"828",828,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1996,59.25,84,4977
"829",829,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1996,191.75,2,384
"830",830,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1996,8.25,583,4810
"831",831,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1996,46.5,583,27110
"832",832,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1996,268,15,4020
"833",833,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1996,34.5,15,518
"834",834,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1996,50,2,100
"835",835,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1996,51.75,1,52
"836",836,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1996,103.5,10,1035
"837",837,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1996,0.05,271208,13560
"838",838,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1996,66.25,928,61480
"839",839,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1996,185,43,7955
"840",840,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1996,10,63,630
"841",841,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1996,221.75,45,9979
"842",842,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1996,295.5,43,12707
"843",843,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1996,221.75,31,6874
"844",844,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1996,295.5,29,8570
"845",845,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1996,118,4,472
"846",846,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1996,34.5,18,621
"847",847,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1996,NA,NA,NA
"848",848,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1996,97,97,9409
"849",849,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1996,NA,NA,NA
"850",850,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1996,33,36,1188
"851",851,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1996,30,252,7560
"852",852,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1996,NA,NA,NA
"853",853,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1996,274,20,5480
"854",854,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1996,274,0,NA
"855",855,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1996,NA,NA,NA
"856",856,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1996,33,1,33
"857",857,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1996,274,59,16166
"858",858,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1996,274,69,18906
"859",859,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1996,274,25,6850
"860",860,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1996,NA,12,1200
"861",861,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1996,NA,NA,NA
"862",862,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1996,NA,NA,NA
"863",863,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1996,NA,NA,NA
"864",864,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1996,NA,NA,NA
"865",865,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1996,39.75,618,24566
"866",866,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1996,132.75,61,8098
"867",867,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1996,13.25,310,4108
"868",868,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1996,NA,NA,NA
"869",869,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1996,NA,NA,NA
"870",870,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1996,30.5,4213,NA
"871",871,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1996,120.25,407,48942
"872",872,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1996,156.25,938,NA
"873",873,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1996,264.25,529,NA
"874",874,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1996,22.25,2,45
"875",875,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1996,66.25,269,17821
"876",876,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1996,333,2,666
"877",877,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1997,400,19,7600
"878",878,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1997,200,224,44800
"879",879,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1997,300,82,24600
"880",880,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1997,2,32,355
"881",881,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1997,25,32,800
"882",882,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1997,252.25,86,21694
"883",883,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1997,2.75,675,1856
"884",884,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1997,0.03,12347,370
"885",885,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1997,12.25,401,4912
"886",886,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1997,61.25,67,4104
"887",887,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1997,198.25,2,397
"888",888,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1997,8.5,625,5313
"889",889,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1997,48,607,29136
"890",890,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1997,NA,15,NA
"891",891,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1997,35.75,15,536
"892",892,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1997,50,4,200
"893",893,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1997,53.5,1,54
"894",894,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1997,107,8,856
"895",895,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1997,0.05,230797,11540
"896",896,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (R)",1997,68.5,967,66240
"897",897,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Guide License (NR)",1997,191.25,48,9180
"898",898,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Guide Employee Registration",1997,10,93,930
"899",899,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",1997,224,39,8736
"900",900,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",1997,298.5,41,12239
"901",901,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",1997,224,29,6496
"902",902,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",1997,298.5,28,8358
"903",903,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",1997,122,3,366
"904",904,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile Captive Propagation Permit",1997,35.75,108,3861
"905",905,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",1997,59.5,3,179
"906",906,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Organizational Field Trial Permit",1997,99,99,9801
"907",907,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Detrimental",1997,NA,NA,NA
"908",908,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Animal Care, Welfare",1997,34,58,1972
"909",909,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",1997,30,333,9990
"910",910,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - AZA, Detrimental",1997,NA,NA,NA
"911",911,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Breeding",1997,283.25,31,8781
"912",912,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (R)",1997,283.25,1,283
"913",913,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",1997,NA,NA,NA
"914",914,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Clearinghouse",1997,34,1,34
"915",915,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Detrimental Species",1997,283.26,83,23510
"916",916,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (R)",1997,283.25,117,33140
"917",917,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Exhibiting (NR)",1997,283.25,34,9631
"918",918,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",1997,NA,4,400
"919",919,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Native Species Exhibiting",1997,NA,NA,NA
"920",920,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Research, Detrimental",1997,NA,NA,NA
"921",921,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Shelter",1997,NA,NA,NA
"922",922,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Restricted Species Permit - Single Event Breeding",1997,NA,NA,NA
"923",923,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (R)",1997,41,866,35506
"924",924,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (NR)",1997,137.25,49,6725
"925",925,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Scientific Collecting Permit (Student)",1997,13.75,297,4084
"926",926,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (R)",1997,NA,NA,NA
"927",927,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Inspection Fee (NR)",1997,NA,NA,NA
"928",928,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (R)",1997,31.5,4673,NA
"929",929,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Standard (NR)",1997,124.25,522,64859
"930",930,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (R)",1997,161.5,2746,NA
"931",931,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Suction Dredge - Special (NR)",1997,273.25,820,NA
"932",932,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (Junior)",1997,23,6,138
"933",933,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (R)",1997,68.5,271,18564
"934",934,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Trapping License (NR)",1997,344.25,2,689
"935",935,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (New)",1998,400,10,4000
"936",936,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration (Renewal)",1998,200,222,44400
"937",937,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Surcharge",1998,300,77,23100
"938",938,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Interest (per month)",1998,2,22,164
"939",939,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Aquaculture Registration - Penalty",1998,25,22,550
"940",940,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Commercial Hunting Club License",1998,257.75,90,23198
"941",941,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Dog Training Permit",1998,2.75,761,2093
"942",942,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Bird Seals",1998,0.03,13058,392
"943",943,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 1",1998,12.5,382,4775
"944",944,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Domesticated Game Breeder's License Class 2",1998,62.5,67,4188
"945",945,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconer Raptor Capture Permit (NR)",1998,202.5,0,NA
"946",946,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License - Application Fee",1998,8.75,577,5049
"947",947,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Falconry License",1998,49,577,28273
"948",948,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit",1998,204.5,15,3068
"949",949,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Application Fee",1998,30.75,3,92
"950",950,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fallow Deer Farming Permit - Inspection Fee",1998,84.5,4,338
"951",951,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Agent License",1998,54.75,0,NA
"952",952,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Fur Dealer License",1998,109.25,7,765
"953",953,"tabula-90s Fees Special Permits.csv","1990s","Licenses","Game Bird Club Seals",1998,0.05,254553,12728
