"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",598
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Other species","Bass, striped","Striped bass","Morone saxatilis",6559
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",191
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",404
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",22512
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",3
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",969
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",921
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",36095
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",71
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",262
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",902
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",1894
"CDFW 2005","landings04_cpfv2.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2004,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",59323
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",2
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",23
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",39
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",146
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",12689
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",569
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",883
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",27
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",1305
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",784
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",5
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",73
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",3
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",12
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",37476
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",18
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1349
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",5588
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",28930
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",51
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",232
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",797
"CDFW 2005","landings04_cpfv2.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2004,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",16091
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",36
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",27
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",5
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",52
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",163
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",388
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",15
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",227
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",11
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",648
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",12
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",2
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",38
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",152
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",10
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",45776
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",42
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",2
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1242
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",12325
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",92138
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",37
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",152
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",34
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",1513
"CDFW 2005","landings04_cpfv2.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2004,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",322
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",6352
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",3132
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",2890
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",352
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",31
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",3239
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",47
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",36
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",390
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",51327
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",2434
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",2626
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",11168
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",23855
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",23195
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",226
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",32
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Other species","Seabass, white","White seabass","Atractoscion nobilis",2049
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",21446
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1100
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",194
"CDFW 2005","landings04_cpfv2.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2004,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",15016
